aUrlId,pId,aId,aName
143698002,p92,a545,Chang Su
2075368169,p92,a546,Jie Tong
143918378,p92,a547,Yongjun Zhu
143918378,p152,a547,Yongjun Zhu
143918378,p163,a547,Yongjun Zhu
143738684,p92,a548,Peng Cui
39586294,p92,a549,Fei Wang
74823287,p93,a550,S. Farley
123381777,p93,a551,A. Dawson
6293225,p93,a552,S. Goring
2111929845,p93,a553,John W. Williams
2994037,p94,a554,P. Kubben
1736389,p94,a555,M. Dumontier
48742163,p94,a556,A. Dekker
3297552,p96,a557,Randal S. Olson
3297552,p127,a557,Randal S. Olson
3297552,p1047,a557,Randal S. Olson
39248319,p96,a558,Nathan Bartley
1800213,p96,a559,R. Urbanowicz
1800213,p127,a559,R. Urbanowicz
152512193,p96,a560,J. Moore
152512193,p127,a560,J. Moore
152512193,p1047,a560,J. Moore
152512193,p1167,a560,J. Moore
144902513,p97,a561,P. Baldi
144902513,p1243,a561,P. Baldi
144902513,p1391,a561,P. Baldi
103899763,p98,a562,Julia Rudnitckaia
1949026,p98,a563,C. Humby
12165227,p99,a564,Telecommunications Board
3367299,p100,a565,K. McGrail
34282629,p100,a566,K. Jones
2406556,p100,a567,A. Akbari
32082228,p100,a568,T. Bennett
50191978,p100,a569,F. Carinci
47449139,p100,a570,Xinjie Cui
48144767,p100,a571,S. Denaxas
6031654,p100,a572,N. Dougall
6031654,p115,a572,N. Dougall
3343534,p100,a573,D. Ford
2395144,p100,a574,R. Kirby
2344111,p100,a575,Hye‐Chung Kum
145860216,p100,a576,R. Moorin
47430539,p100,a577,R. Moran
1393203758,p100,a578,C. O'Keefe
2254229,p100,a579,D. Preen
2129237,p100,a580,H. Quan
144165720,p100,a581,C. Sanmartin
2780549,p100,a582,M. Schull
1410176637,p100,a583,Mark Smith
2110525134,p100,a584,Christine Williams
145333206,p100,a585,T. Williamson
8282582,p100,a586,G. Wyper
5049606,p100,a587,M. Kotelchuck
2427554,p101,a588,C. Turkay
2343408,p101,a589,Nicola Pezzotti
2691974,p101,a590,Carsten Binnig
2879705,p101,a591,Hendrik Strobelt
143684647,p101,a592,B. Hammer
9106757,p101,a593,D. Keim
144381703,p101,a594,Jean-Daniel Fekete
1725167,p101,a595,Themis Palpanas
2143404317,p101,a596,Yunhai Wang
2289824,p101,a597,Florin Rusu
1643660495,p102,a598,A. Rao
81260741,p102,a599,Ayush Bihani
145843315,p102,a600,Mydhili K. Nair
115739577,p103,a601,M. Shakoor
90064306,p103,a602,O. L. Kafka
87448956,p103,a603,Cheng Yu
152450400,p103,a604,Wing Kam Liu
144829520,p104,a605,K. Gibert
1760798,p104,a606,J. Horsburgh
144373046,p104,a607,I. Athanasiadis
144282963,p104,a608,G. Holmes
144282963,p1160,a608,G. Holmes
46660076,p105,a609,L. Wang
82052397,p106,a610,Nicholas Hotz
144688641,p106,a611,D. Wild
82276372,p106,a612,Kyle Stirling
48650315,p107,a613,F. Foroughi
8930649,p107,a614,P. Luksch
50511380,p108,a615,Matt Burton
50511380,p184,a615,Matt Burton
35183342,p108,a616,L. Lyon
35183342,p184,a616,L. Lyon
5145191,p108,a617,C. Erdmann
67314925,p108,a618,Bonnie Tijerina
32305413,p109,a619,B. Heinemann
2046200,p109,a620,Simone Opel
40274483,p109,a621,Lea Budde
1777273,p109,a622,Carsten Schulte
2081789642,p109,a623,Daniel Frischemeier
2094070773,p109,a624,Rolf Biehler
2095167466,p109,a625,Susanne Podworny
2099797549,p109,a626,Thomas Wassong
1803195,p111,a627,E. Zegura
143903307,p111,a628,C. Disalvo
11983152,p111,a629,Amanda Meng
1399003993,p112,a630,F. Emmert-Streib
1399003993,p213,a630,F. Emmert-Streib
1792351,p112,a631,M. Dehmer
1792351,p213,a631,M. Dehmer
1792351,p1097,a631,M. Dehmer
145181379,p113,a632,Robert Heckman
2979685,p114,a633,Christophe Ley
145861353,p114,a634,S. Bordas
5201129,p115,a635,Tom C. Russ
5201129,p115,a635,Tom C. Russ
47874620,p115,a636,Eva Woelbert
31973936,p115,a637,K. Davis
31973936,p115,a637,K. Davis
5805789,p115,a638,J. Hafferty
34561147,p115,a639,Zina M. Ibrahim
46691130,p115,a640,B. Inkster
145948460,p115,a641,A. John
145948460,p115,a641,A. John
49627079,p115,a642,William E. Lee
145449141,p115,a643,M. Maxwell
145449141,p115,a643,M. Maxwell
144477665,p115,a644,A. McIntosh
144477665,p115,a644,A. McIntosh
47116401,p115,a645,R. Stewart
47116401,p115,a645,R. Stewart
2105359847,p115,a646,Margaret Kate Suzy Anna Felicity Kathy Matt James Katrina A Anderson Aylett Bourke Burhouse Callard Chapman Co
2109787720,p115,a647,Margaret Anderson
1454026625,p115,a648,Kate Aylett
51055816,p115,a649,Suzy Bourke
4599272,p115,a650,Anna Burhouse
1928236,p115,a651,F. Callard
2055921365,p115,a652,K. Chapman
2058866148,p115,a653,Matt Cowley
1454010248,p115,a654,J. Cusack
2086256629,p115,a655,Jaime Delgadillo
2074476734,p115,a656,Sophie Dix
50673014,p115,a657,R. Dobson
46301965,p115,a658,G. Donohoe
39236860,p115,a659,J. Downs
152270656,p115,a660,H. Fisher
2133517,p115,a661,A. Folarin
2059854813,p115,a662,T. Foley
2483762,p115,a663,J. Geddes
1454010278,p115,a664,Joardana Globerman
50474096,p115,a665,Lamiece Hassan
49783756,p115,a666,Joseph Hayes
1454009689,p115,a667,H. Hodges
1454021330,p115,a668,Eddie Jacob
38423377,p115,a669,R. Jacobs
29910452,p115,a670,Cynthia Joyce
1454011052,p115,a671,Suky Kaur
18966515,p115,a672,M. Kerz
3126437,p115,a673,J. Kirkbride
6678880,p115,a674,G. Leavey
144055053,p115,a675,G. Lewis
40600726,p115,a676,K. Lloyd
1454026376,p115,a677,W. Matcham
2077123547,p115,a678,Erin McCloskey
38170553,p115,a679,A. McQuillin
1454002282,p115,a680,Tamsin Newlove Delgado
1454021388,p115,a681,Catherine Newsome
144031984,p115,a682,K. Nicodemus
143653561,p115,a683,D. Porteous
145439168,p115,a684,Daniel Ray
1454009837,p115,a685,Simran Sanhu
2108917090,p115,a686,Daniel Smith
1454011231,p115,a687,Laura Tutu
1453989286,p115,a688,Ayath Ullah
51172935,p115,a689,Billie S Vance
3874821,p115,a690,M. Wolpert
1900405,p115,a691,C. Wyse
47190052,p115,a692,S. Zammit
46557539,p116,a693,Craig M. Dalton
114342267,p116,a694,Tim Stallmann
2055141989,p117,a695,Daniel T. Kaplan
30482845,p119,a696,J. D. Horn
145409925,p119,a697,Lily Fierro
3054340,p119,a698,Jeana Kamdar
145402198,p119,a699,Jonathan Gordon
2057206378,p119,a700,Crystal Stewart
8128377,p119,a701,Avnish Bhattrai
2048542518,p119,a702,Sumiko Abe
2072810516,p119,a703,Xiaoxia Lei
1896359529,p119,a704,Caroline O'Driscoll
31982777,p119,a705,Aakanchha Sinha
30474196,p119,a706,P. Jain
49581425,p119,a707,Gully A. Burns
1782658,p119,a708,Kristina Lerman
2887330,p119,a709,J. Ambite
144765083,p120,a710,David Ribes
48920896,p121,a711,K. Misulis
1780628,p121,a712,M. Frisse
50469411,p122,a713,R. D. Veaux
2054506573,p122,a714,Mahesh Agarwal
71566309,p122,a715,Maia Averett
3222316,p122,a716,B. Baumer
3222316,p216,a716,B. Baumer
3222316,p228,a716,B. Baumer
3222316,p233,a716,B. Baumer
144392054,p122,a717,Andrew Bray
2064193,p122,a718,T. Bressoud
7822425,p122,a719,Lance Bryant
2110384621,p122,a720,Lei Cheng
2064227187,p122,a721,Amanda Francis
34857486,p122,a722,R. Gould
21353595,p122,a723,Albert Y. Kim
9428866,p122,a724,Matt Kretchmar
2117524113,p122,a725,Qin Lu
52104314,p122,a726,Ann Moskol
144336939,p122,a727,D. Nolan
144336939,p228,a727,D. Nolan
143935741,p122,a728,Roberto Pelayo
71154894,p122,a729,Sean Raleigh
2581042,p122,a730,Ricky J. Sethi
10192726,p122,a731,Mutiara Sondjaja
71873559,p122,a732,Neelesh Tiruviluamala
2316341,p122,a733,P. Uhlig
2219298,p122,a734,Talitha M. Washington
17038991,p122,a735,Curtis L. Wesley
2087047748,p122,a736,David L. White
2068644280,p122,a737,Ping Ye
2550392,p123,a738,B. Efron
1784682,p123,a739,T. Hastie
1784682,p322,a739,T. Hastie
1796335,p124,a740,D. Blei
1796335,p484,a740,D. Blei
50860274,p124,a741,Padhraic Smyth
50860274,p444,a741,Padhraic Smyth
1409493802,p126,a742,Brittany Fiore-Gartland
1409493802,p189,a742,Brittany Fiore-Gartland
47811921,p126,a743,Laura Osburn
33828310,p127,a744,Peter C. Andrews
2173303,p127,a745,Nicole A. Lavender
40217217,p127,a746,L. C. Kidd
34796089,p128,a747,G. George
98235886,p128,a748,E. Osinga
33497511,p128,a749,Dovev Lavie
144937232,p128,a750,Brent A. Scott
2768970,p129,a751,H. Wickham
2768970,p233,a751,H. Wickham
52334464,p129,a752,Garrett Grolemund
2107672755,p130,a753,H. C. Nguyen
1719010,p130,a754,R. Zecchina
144790563,p130,a755,J. Berg
2108044212,p131,a756,Xinzhi Zhang
1398405230,p131,a757,E. Perez-stable
2048644,p131,a758,P. Bourne
2048644,p177,a758,P. Bourne
2048644,p1171,a758,P. Bourne
2048644,p1285,a758,P. Bourne
2048644,p2315,a758,P. Bourne
5191233,p131,a759,E. Peprah
4983684,p131,a760,O. K. Duru
144801507,p131,a761,N. Breen
2791768,p131,a762,D. Berrigan
2060570114,p131,a763,Frederick B Wood
144250888,p131,a764,J. Jackson
2070615812,p131,a765,David W. S. Wong
26430919,p131,a766,J. Denny
145720231,p132,a767,L. Hunter
3075644,p133,a768,Martin Braschler
2793787,p133,a769,Thilo Stadelmann
2793787,p491,a769,Thilo Stadelmann
1892227,p133,a770,Kurt Stockinger
1403628339,p134,a771,Miguel Molina-Solana
144089160,p134,a772,María Ros
145548411,p134,a773,M. Ruiz
1403479499,p134,a774,Juan Gómez-Romero
1402528824,p134,a775,M. Martín-Bautista
1403376848,p135,a776,Aleksandra Klašnja-Milićević
144395551,p135,a777,M. Ivanović
1712090,p135,a778,Z. Budimac
153263448,p136,a779,E. Popova
91769771,p136,a780,T. Rodgers
2075407028,p136,a781,X. Gong
26977123,p136,a782,A. Çeçen
26977123,p194,a782,A. Çeçen
26977123,p226,a782,A. Çeçen
73349747,p136,a783,J. Madison
1767762,p136,a784,S. Kalidindi
1767762,p138,a784,S. Kalidindi
1767762,p194,a784,S. Kalidindi
1767762,p217,a784,S. Kalidindi
1767762,p221,a784,S. Kalidindi
1767762,p226,a784,S. Kalidindi
1721948,p137,a785,S. Skiena
1721948,p1619,a785,S. Skiena
1721948,p1673,a785,S. Skiena
48237809,p138,a786,David B. Brough
48237809,p194,a786,David B. Brough
2085756404,p138,a787,Daniel Wheeler
145849830,p139,a788,S. Vedula
145849830,p147,a788,S. Vedula
145849830,p154,a788,S. Vedula
145587209,p139,a789,N. Navab
48307303,p139,a790,R. Kikinis
48307303,p154,a790,R. Kikinis
2298266,p139,a791,A. Park
2298266,p154,a791,A. Park
49993325,p139,a792,H. Feußner
49993325,p154,a792,H. Feußner
2318564,p139,a793,G. Forestier
2318564,p154,a793,G. Forestier
2458527,p139,a794,S. Giannarou
2458527,p154,a794,S. Giannarou
1756098,p139,a795,M. Hashizume
1756098,p154,a795,M. Hashizume
2711047,p139,a796,Darko Katic
2711047,p154,a796,Darko Katic
2464991,p139,a797,M. Kranzfelder
2464991,p154,a797,M. Kranzfelder
2209263,p139,a798,Anand Malpani
2209263,p154,a798,Anand Malpani
2500824,p139,a799,K. März
2500824,p154,a799,K. März
1993663,p139,a800,T. Neumuth
1993663,p154,a800,T. Neumuth
2655297,p139,a801,N. Padoy
2655297,p154,a801,N. Padoy
2075188103,p139,a802,Carla M. Pugh
2075188103,p154,a802,Carla M. Pugh
2894418,p139,a803,N. Schoch
2894418,p154,a803,N. Schoch
2825517,p139,a804,D. Stoyanov
2825517,p154,a804,D. Stoyanov
144041441,p139,a805,Russell H. Taylor
144041441,p154,a805,Russell H. Taylor
1678633,p139,a806,Gregory Hager
1678633,p147,a806,Gregory Hager
1678633,p154,a806,Gregory Hager
1791709,p139,a807,P. Jannin
1791709,p154,a807,P. Jannin
37685644,p140,a808,Julia S Lowndes
40049526,p140,a809,B. Best
36285109,p140,a810,Courtney Scarborough
10756729,p140,a811,J. Afflerbach
4204388,p140,a812,Melanie Frazier
1410012697,p140,a813,C. O’Hara
2057958410,p140,a814,Ning Jiang
49074592,p140,a815,B. Halpern
2861665,p142,a816,Ivan Shamshurin
2861665,p167,a816,Ivan Shamshurin
1716974,p142,a817,Kevin Crowston
2216310538,p143,a818,Hause Lin
2454971,p144,a819,R. Earnshaw
27533249,p145,a820,D. Huppenkothen
48847122,p145,a821,A. Arendt
2064479758,p145,a822,D. Hogg
144686135,p145,a823,Karthik Ram
2081469,p145,a824,J. Vanderplas
2081469,p148,a824,J. Vanderplas
2842990,p145,a825,A. Rokem
3206748,p146,a826,L. Igual
1816112,p146,a827,S. Seguí
1700216,p149,a828,Ritu Agarwal
144730302,p149,a829,V. Dhar
144730302,p258,a829,V. Dhar
144678728,p150,a830,C. Romero
144678728,p313,a830,C. Romero
145239852,p150,a831,Sebastián Ventura
3464005,p151,a832,D. Larson
2964485,p151,a833,Victor Chang
144436171,p152,a834,I. Song
144436171,p163,a834,I. Song
145489965,p153,a835,Peter Baumgartner
145587210,p154,a836,Nassir Navab
48255068,p155,a837,M. Waller
2657436,p155,a838,S. Fawcett
2965138,p156,a839,S. Leonelli
1724595,p157,a840,M. Bichler
1724595,p166,a840,M. Bichler
1719645,p157,a841,A. Heinzl
1719645,p166,a841,A. Heinzl
66428329,p158,a842,Allegra Tennis
2437563,p159,a843,Shashank Srikant
144026866,p159,a844,V. Aggarwal
1752722,p160,a845,F. Provost
1752722,p248,a845,F. Provost
1752722,p256,a845,F. Provost
145421658,p160,a846,Tom Fawcett
145421658,p223,a846,Tom Fawcett
145421658,p248,a846,Tom Fawcett
145421658,p256,a846,Tom Fawcett
1735128,p161,a847,B. Faltings
2667883,p161,a848,Goran Radanovic
1806210,p162,a849,J. Greenberg
50663909,p164,a850,G. Andrienko
1780833,p164,a851,N. Andrienko
145525783,p164,a852,R. Weibel
1933065,p165,a853,J. Stanton
145985261,p167,a854,Colin Connors
72217764,p168,a855,D. Cielen
73599630,p168,a856,Arno D. B. Meysman
2004188012,p168,a857,M. Ali
7145974,p169,a858,R. Mcgranaghan
2932046,p169,a859,A. Bhatt
47691144,p169,a860,T. Matsuo
34832883,p169,a861,A. Mannucci
145812379,p169,a862,J. Semeter
1403718262,p169,a863,S. Datta‐Barua
46269169,p170,a864,Yiqun Xie
3214518,p170,a865,E. Eftelioglu
2230264,p170,a866,Reem Y. Ali
1742340497,p170,a867,Xun Tang
2152884622,p170,a868,Yan Li
38773783,p170,a869,Ruhi Doshi
1682824,p171,a870,Julia Stoyanovich
1686294,p171,a871,Bill Howe
69026873,p171,a872,S. Abiteboul
69026873,p2498,a872,S. Abiteboul
1729605,p171,a873,G. Miklau
1883948,p171,a874,A. Sahuguet
1751591,p171,a875,G. Weikum
15962009,p172,a876,Akhil Kadiyala
2118069715,p172,a877,Ashok Kumar
50185270,p173,a878,Iain Carmichael
145956495,p173,a879,J. Marron
2717327,p174,a880,Benjamin T. Hazen
2469374,p174,a881,C. Boone
3431302,p174,a882,Jeremy D. Ezell
1401781163,p174,a883,L. A. Jones-Farmer
2610212,p176,a884,N. Grady
2061562124,p177,a885,Michelle Dunn
2061562124,p489,a885,Michelle Dunn
1722394,p178,a886,S. Tonidandel
1722394,p493,a886,S. Tonidandel
3525823,p178,a887,E. King
3525823,p493,a887,E. King
143754763,p178,a888,J. Cortina
143754763,p493,a888,J. Cortina
2061232700,p179,a889,David A. c. Beck
6058100,p179,a890,J. Carothers
2099417004,p179,a891,V. Subramanian
6322529,p179,a892,J. Pfaendtner
1398945328,p180,a893,James Max Kanter
1803567,p180,a894,K. Veeramachaneni
1803567,p457,a894,K. Veeramachaneni
145147227,p181,a895,Hui Miao
2112839281,p181,a896,Ang Li
1693428,p181,a897,L. Davis
144520191,p181,a898,A. Deshpande
144520191,p237,a898,A. Deshpande
46838780,p182,a899,M. Swan
46838780,p240,a899,M. Swan
1745587,p183,a900,T. Schoenherr
1402520871,p183,a901,Cheri Speier-Pero
2382338,p185,a902,J. Meierhofer
2382338,p491,a902,J. Meierhofer
2058982063,p185,a903,Kevin Meier
144239966,p186,a904,Y. Demchenko
144239966,p488,a904,Y. Demchenko
40375628,p186,a905,A. Belloum
2964870,p186,a906,W. Los
2448790,p186,a907,T. Wiktorski
50602723,p186,a908,A. Manieri
2982341,p186,a909,H. Brocks
3418642,p186,a910,Jana Becker
3013455,p186,a911,D. Heutelbeck
1799848,p186,a912,M. Hemmje
2053325245,p186,a913,Steve Brewer
144622090,p187,a914,D. Power
29394742,p188,a915,H. Wimmer
144605164,p188,a916,L. Powell
40320059,p189,a917,C. Hutto
40370584,p189,a918,A. Echenique
2108831382,p189,a919,Yun Huang
79591858,p189,a920,Jinyoun Kim
3126585,p189,a921,Wanli Xing
32900765,p189,a922,J. Bayer
2060102536,p190,a923,F. Nielsen
2024836350,p191,a924,Yong Chen
2118061837,p191,a925,Hong Chen
51465552,p191,a926,Anjee Gorkhali
2146559341,p191,a927,Yang Lu
2185826308,p191,a928,Yiqian Ma
2146625125,p191,a929,L. Li
143892998,p192,a930,Ben Williamson
1749597,p193,a931,E. Diday
72917133,p194,a932,Shengyen Li
72347005,p194,a933,Aleksandr L. Blekh
3493017,p194,a934,Faical Y. Congo
9730842,p194,a935,C. Campbell
36057252,p195,a936,B. Ramamurthy
1741672,p196,a937,C. Anslow
2773625,p196,a938,J. Brosz
144417588,p196,a939,F. Maurer
2276334,p196,a940,M. Boyes
2594694,p197,a941,R. Brunner
31717443,p197,a942,Edward J. Kim
2530948,p198,a943,M. Reichstein
2530948,p2138,a943,M. Reichstein
1397959153,p198,a944,Gustau Camps-Valls
121696502,p198,a945,B. Stevens
95799904,p198,a946,M. Jung
1728382,p198,a947,Joachim Denzler
116377499,p198,a948,N. Carvalhais
1764912,p198,a949,Prabhat
1791487,p199,a950,G. Marchionini
2067088095,p200,a951,Thomas Hart
36523530,p200,a952,Lei Xie
1743874,p201,a953,R. Grossman
1898444,p201,a954,Allison P. Heath
2098374086,p201,a955,Mark Murphy
34392342,p201,a956,M. Patterson
38913848,p201,a957,Walt Wells
1771675,p202,a958,J. Shanahan
2072645783,p202,a959,Liang Dai
1931490,p204,a960,E. Pruyt
40695489,p205,a961,Joel Grus
40695489,p222,a961,Joel Grus
145673298,p207,a962,Shi Cheng
49166856,p207,a963,B. Liu
2054164647,p207,a964,T. Ting
1828278,p207,a965,Quande Qin
38069623,p207,a966,Yuhui Shi
5380819,p207,a967,Kaizhu Huang
12743679,p208,a968,Daniel Carter
3394746,p208,a969,Dan Sholler
8247706,p209,a970,Yangyong Zhu
33629364,p209,a971,Yun Xiong
69485970,p210,a972,Emc Education Services
3223786,p211,a973,Christopher Phethean
2927032,p211,a974,E. Simperl
1726746,p211,a975,T. Tiropanis
2050678,p211,a976,Ramine Tinati
143786158,p211,a977,W. Hall
49202884,p212,a978,P. Yue
145548316,p212,a979,R. Ramachandran
144537741,p212,a980,P. Baumann
72306024,p212,a981,S. Khalsa
1772230,p212,a982,M. Deng
2978339,p212,a983,Liangcun Jiang
48428771,p213,a984,S. Moutari
1703872,p214,a985,T. Menzies
1703872,p619,a985,T. Menzies
1703872,p621,a985,T. Menzies
1703872,p650,a985,T. Menzies
1703872,p763,a985,T. Menzies
1703872,p853,a985,T. Menzies
144426849,p214,a986,L. Williams
144426849,p986,a986,L. Williams
143609903,p214,a987,T. Zimmermann
143609903,p505,a987,T. Zimmermann
143609903,p547,a987,T. Zimmermann
143609903,p620,a987,T. Zimmermann
143609903,p623,a987,T. Zimmermann
143609903,p694,a987,T. Zimmermann
143609903,p730,a987,T. Zimmermann
143609903,p794,a987,T. Zimmermann
39350088,p217,a988,M. Graef
108661600,p218,a989,C. Drew
1777019,p219,a990,S. Maneth
1747099,p219,a991,A. Poulovassilis
145522617,p220,a992,E. Damiani
1781982,p224,a993,D. Hand
2895132,p225,a994,Lev Manovich
144186018,p226,a995,Ankit Agrawal
144186018,p277,a995,Ankit Agrawal
8337718,p226,a996,Parijat Deshpande
71403530,p226,a997,G. P. Basavarsu
143975793,p226,a998,A. Choudhary
143975793,p277,a998,A. Choudhary
2064360741,p227,a999,Beiji Zou
2145626972,p227,a1000,Min Li
2109570708,p227,a1001,Hongzhi Wang
2118944405,p227,a1002,Xianhua Song
2113723374,p227,a1003,Wei Xie
2110087053,p227,a1004,Zeguang Lu
15601029,p228,a1005,J. Hardin
46535977,p228,a1006,R. Hoerl
2091905130,p228,a1007,N. Horton
2091905130,p233,a1007,N. Horton
1404020590,p228,a1008,O. Hall-Holt
143968666,p228,a1009,P. Murrell
1414931448,p228,a1010,P. Roback
1742531899,p228,a1011,D. Temple Lang
2067816794,p228,a1012,M. Ward
1772465,p230,a1013,H. Dalianis
2033169,p230,a1014,Aron Henriksson
50524143,p230,a1015,M. Kvist
2292466,p230,a1016,S. Velupillai
2612842,p230,a1017,Rebecka Weegar
145785254,p231,a1018,P. Diggle
7785557,p232,a1019,B. Westra
2160179,p232,a1020,T. Clancy
2178204,p232,a1021,J. Sensmeier
2159796,p232,a1022,J. Warren
38989825,p232,a1023,Charlotte A. Weaver
29266209,p232,a1024,C. Delaney
3033014,p234,a1025,N. Zumel
145721946,p234,a1026,J. Mount
35727272,p235,a1027,Paul E. Anderson
35727272,p255,a1027,Paul E. Anderson
34762125,p235,a1028,J. Bowring
34929008,p235,a1029,R. McCauley
34929008,p647,a1029,R. McCauley
46424081,p235,a1030,George J. Pothering
33105217,p235,a1031,Christopher W. Starr
143649293,p236,a1032,C. Dobre
143649293,p465,a1032,C. Dobre
1679888,p236,a1033,F. Xhafa
3202553,p237,a1034,Anant P. Bhardwaj
2093889,p237,a1035,Souvik Bhattacherjee
144991539,p237,a1036,Amit Chavan
114189441,p237,a1037,Aaron J. Elmore
144478906,p237,a1038,S. Madden
144478906,p2360,a1038,S. Madden
144478906,p2368,a1038,S. Madden
144478906,p2429,a1038,S. Madden
145592539,p237,a1039,Aditya G. Parameswaran
35157864,p238,a1040,W. Cleveland
35157864,p253,a1040,W. Cleveland
35157864,p1875,a1040,W. Cleveland
30892113,p239,a1041,Joshua Fairfield
113365157,p239,a1042,Hannah Shtein
144500070,p241,a1043,Shuchi Chawla
2346641,p241,a1044,Jason D. Hartline
2307080,p241,a1045,Denis Nekipelov
1720683,p242,a1046,B. Baesens
145801638,p243,a1047,J. Kittler
145801638,p2223,a1047,J. Kittler
145173790,p243,a1048,John C. Mitchell
1693267,p243,a1049,M. Naor
145083447,p244,a1050,Mary E. Webb
2721992,p245,a1051,Panagiotis Barlas
1807650,p245,a1052,Ivor Lanning
1709812,p245,a1053,C. Heavey
49986197,p246,a1054,K. Antell
66482554,p246,a1055,J. B. Foote
153391620,p246,a1056,Jaymie Turner
1948630,p246,a1057,Brian C. Shults
1388405043,p247,a1058,M. Saar-Tsechansky
69982972,p250,a1059,Lillian Pierson
1726081,p251,a1060,C. Leung
2069981213,p251,a1061,Fan Jiang
2562363,p252,a1062,Kayode Ayankoya
2898494,p252,a1063,A. Calitz
2050318,p252,a1064,J. Greyling
50428757,p253,a1065,R. Hafen
52602394,p254,a1066,R. Schutt
52602394,p259,a1066,R. Schutt
79414384,p254,a1067,Cathy O'Neil
79414384,p259,a1067,Cathy O'Neil
2278767,p255,a1068,James W. McGuffee
2478725,p255,a1069,D. Uminsky
144550012,p257,a1070,P. Fox
1701341,p257,a1071,J. Hendler
1405795808,p260,a1072,Gunther Wyszecki
2070336752,p260,a1073,W. Stiles
143852206,p261,a1074,Jack Foreman
1725551,p262,a1075,C. Mattmann
48600185,p263,a1076,D. Lüdecke
3237553,p264,a1077,D. Borsboom
32368039,p264,a1078,M. Deserno
2883841,p264,a1079,M. Rhemtulla
3018477,p264,a1080,S. Epskamp
31487509,p264,a1081,E. Fried
2500438,p264,a1082,R. McNally
6171759,p264,a1083,Donald J. Robinaugh
5070565,p264,a1084,M. Perugini
6834713,p264,a1085,J. Dalege
49251371,p264,a1086,G. Costantini
5449939,p264,a1087,A. Isvoranu
93941106,p264,a1088,Anna C. Wysocki
133803806,p264,a1089,C. V. van Borkulo
28054710,p264,a1090,R. van Bork
2936830,p264,a1091,L. Waldorp
153929250,p265,a1092,T. Peters
153111703,p266,a1093,Jeroen Baas
37570643,p266,a1094,M. Schotten
2688200,p266,a1095,A. Plume
40405052,p266,a1096,Grégoire Côté
13836902,p266,a1097,Reza Karimi
123224250,p267,a1098,C. Birkle
144138149,p267,a1099,D. Pendlebury
35567484,p267,a1100,Joshua Schnell
47734161,p267,a1101,Jonathan Adams
98583237,p268,a1102,R. Bechmann
40698133,p268,a1103,R. Hearmon
94801064,p268,a1104,S. K. Kurtz
3160261,p269,a1105,W. Finzer
49962237,p270,a1106,S. Freeman
5197291,p270,a1107,Sarah L. Eddy
1735376092,p270,a1108,Miles McDonough
2116645693,p270,a1109,Michelle K. Smith
3827623,p270,a1110,Nnadozie Okoroafor
50779444,p270,a1111,Hannah Jordt
3479759,p270,a1112,M. Wenderoth
144291713,p271,a1113,M. Visser
2950213,p271,a1114,Nees Jan van Eck
1765159,p271,a1115,L. Waltman
1796144,p272,a1116,G. Blewitt
20644780,p272,a1117,W. Hammond
1905474,p272,a1118,C. Kreemer
3083169,p273,a1119,S. Brunton
